Ob,city,manner_of_death,armed,age,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera,NumberOfSubjects,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,Numbershots,Numberofofficers,OfficerRace,OfficerGender
7986,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,W,M,24,3,1,B,M
7987,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,U,U,3,1,L,M
7988,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,22,3,1,L,M
7989,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,26,3,1,L,M
7990,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,U,U,3,3,A;L;B,M;M;M
7991,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,U,U,U,3,1,A,M
7992,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,A,U,U,3,2,B;B,M;M
7993,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,44,3,2,W;W,M;M
7994,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,U,U,U,3,2,W;L,M;M
7995,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,44,3,1,B,M
7996,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,U,U,3,1,L,M
7997,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,51,3,2,W;W,M;M
7998,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,U,U,3,1,L,M
7999,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,W,U,U,3,1,W,M
8000,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,U,N/A,N/A,3,1,W,M
8001,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,69,3,1,B,M
8002,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,U,U,U,3,1,L,M
8003,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,U,U,3,1,B,M
8004,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,U,U,3,1,W,M
8005,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,U,U,3,1,L,M
8006,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
8007,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,34,3,1,B,M
8008,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,17,3,3,L;L;W,M;M;M
8009,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,U,U,3,1,W,M
8010,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,34,3,1,W,M
8011,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,U,U,U,3,1,L,M
8012,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,29,3,1,W,M
8013,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,26,3,1,W,M
8014,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,U,3,1,L,M
8015,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,22,3,4,L,M
8016,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,W,M,36,3,1,W,M
8017,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,U,U,3,1,W,M
8018,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,N/A,U,3,1,A,N
8019,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,U,U,3,2,L;W,M;M
8020,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,42,3,2,L;W,M;M
8021,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,W,M,22,3,1,L,M
8022,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,U,U,3,2,B;W,M;M
8023,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,25,3,2,W;W,M;M
8024,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,U,U,3,1,B,M
8025,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,M,37,3,1,L,M
8026,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,M,33,3,2,W;W,M;M
8027,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,22,3,1,L,M
8028,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,36,3,1,B,M
8029,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,26,3,1,W,M
8030,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,39,3,4,W;W;W;W,M:M;M;M
8031,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,U,U,3,3,L;W;W,M;M;M
8032,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,M,23,3,2,W;W,M;M
8033,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,W,U,U,3,1,A,M
8034,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,M,25,3,1,B,M
8035,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,L,M,19,3,1,L,M
8036,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,L,U,U,3,1,L,M
8037,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,U,L,M,U,3,1,L,M
8038,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,19,3,1,L,M
8039,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,M,54,3,1,W,M
8040,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
8041,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,32,3,2,W;A,M;M
8042,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,M,26,3,1,L,M
8043,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,U,U,3,1,L,M
8044,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
8045,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,W,M,U,3,1,B,M
8046,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,L,U,U,3,1,W,M
8047,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,44,3,2,W;W,M;M
8048,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,L,U,U,3,2,W;L,M;M
8049,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,W,M,32,3,1,L,M
8050,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,W,M,37,3,1,W,M
8051,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,L,U,U,3,1,W,M
8052,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,L,M,54,3,1,W,F
8053,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,U,U,3,1,L,M
8054,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,U,B,U,U,3,1,W,M;M
8055,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,N/A,3,1,W,M
8056,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,U,N/A,N/A,3,1,W,M
8057,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,34,3,1,L,M
8058,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
8059,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
8060,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,33,3,1,W,M
8061,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,W;L,M;M
8062,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,U,3,1,L,M
8063,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,U,U,3,3,W;W;L,M;M;M
8064,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,U,U,3,1,L,M
8065,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,52,3,1,W,M
8066,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,M,21,3,1,W,M
8067,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,A,M,30,3,4,W,M
8068,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,56,3,1,W,M
8069,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,W,M,47,3,1,W,F
8070,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,17,3,3,A;L;L,M;M;M
8071,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,M,47,3,1,B,F
8072,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,23,3,1,L,M
8073,Houston,shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE,1,N,B,M,28,3,1,L,M
8074,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,L,U,U,3,1,L,M
8075,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,U,L,M,U,3,1,L,M
8076,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,F,20,3,1,A,M
8077,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
8078,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,L,M,22,3,1,L,M
8079,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,W,M
8080,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,U,U,3,1,W,M
8081,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,L,M,32,3,1,L,M
8082,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,W,M,U,3,1,B,M
8083,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,A,M
8084,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,M,26,3,2,L;W,M;M
8085,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,L,U,U,3,1,W,M
8086,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,L,U,U,3,3,A;L;B,M;M;M
8087,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,L,M,40,3,1,L,M
8088,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,A,U,U,3,2,B;B,M;M
8089,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,3,2,W;L,M;M
8090,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,W,M,37,3,1,W,M
8091,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,L,M,21,3,1,A,M
8092,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,L,M,51,3,2,W;W,M;M
8093,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,U,U,3,1,W,M
8094,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,L,M
8095,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,W,M,44,3,2,W;W,M;F
8096,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,M,69,3,1,W,M
8097,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,M,24,3,1,B,M
8098,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,L,M
8099,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,U,U,3,2,W;W,M;M
8100,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,M,29,3,1,W,M
8101,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,M,38,3,2,L;B,M;M
8102,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,B,M
8103,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,L,M,36,3,2,B;W,M;M
8104,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,B,M
8105,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,W,M,45,3,1,L,M
8106,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,3,2,W;L,M;M
8107,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,L,U,U,3,1,L,M
8108,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,W,U,U,3,1,W,M
8109,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,M,57,3,2,W;U,M;U
8110,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,L,U,U,3,1,L,M
8111,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,L,M,33,3,2,W;W,M;M
8112,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,A,M,30,3,4,W,M
8113,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,W,F,40,3,2,W;B,M;M
8114,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,M,39,3,4,W;W;W;W,M:M;M;M
8115,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,3,2,W;L,M;M
8116,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,W,U,U,3,1,A,M
8117,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,B,U,U,3,3,L;W;W,M;M;M
8118,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,Y,W,M,27,3,1,W,M
8119,Houston,shot,sharp object,27,M,NA,TX,TRUE,other,Not fleeing,FALSE,1,N,B,M,28,3,1,L,M
8120,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,U,U,3,1,L,M
8121,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,U,U,3,1,L,M
8122,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,U,U,3,2,W;W,M;M
8123,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,M,29,3,2,W;W,M;M
8124,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,41,3,1,W,M
8125,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,32,3,2,W;A,M;M
8126,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,U,U,U,3,1,W,M
8127,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,B,M
8128,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,U,U,3,2,L;L,M;M
8129,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,U,U,3,2,L;A,M;M
8130,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,U,U,3,3,A;L;B,M;M;M
8131,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,26,3,2,B;L,M;M
8132,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,47,3,1,B,M
8133,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,U,U,U,3,1,A,M
8134,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,M,40,3,1,L,M
8135,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,29,3,1,L,M
8136,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,27,3,1,B,M
8137,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,U,U,3,1,L,M
8138,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,W,U,U,3,1,W,M
8139,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,24,3,1,L,M
8140,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,55,3,1,W,M
8141,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,W,M,32,3,2,L;A,M;M
8142,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,U,U,U,3,1,L,M
8143,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,U,U,U,3,1,W,M
8144,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,46,3,1,L,M
8145,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
8146,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,33,3,1,W,M
8147,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,21,3,1,W,M
8148,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,38,3,1,L,M
8149,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,U,U,3,3,W;W;L,M;M;M
8150,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,32,3,1,L,M
8151,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,U,U,3,1,W,M
8152,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,U,U,3,2,W;W,M;M
8153,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,21,3,1,W,M
8154,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,37,3,1,L,M
8155,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,37,3,1,L,M
8156,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,22,3,4,L,M
8157,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,49,3,1,W,M
8158,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,W,M,36,3,1,W,M
8159,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,37,3,2,B;B,M;M
8160,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,23,3,2,L;L,M;M
8161,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,U,U,3,2,L;W,M;M
8162,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,23,3,1,W,M
8163,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,W,U,U,3,2,B;W,M;M
8164,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,L,M,36,3,2,B;W,M;M
8165,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,U,U,3,2,B;W,M;M
8166,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,34,3,2,W;U,M;M
8167,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,24,3,2,W;B,M;M
8168,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,L,M,37,3,1,L,M
8169,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,U,U,3,3,L;W;W,M;M;M
8170,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,N,B,M,43,3,1,L,M
8171,Houston,shot,gun,NA,M,NA,TX,FALSE,attack,Car,FALSE,1,Y,B,M,23,3,1,W,M
8172,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,U,U,3,1,L,M
8173,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,M,20,3,1,L,M
8174,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,U,U,3,1,L,M
8175,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,L,M,29,3,2,W;W,M;M
8176,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,W,M,24,3,1,B,M
8177,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,W,M,34,3,1,W,M
8178,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,M,35,3,1,L,M
8179,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,U,U,3,1,B,M
8180,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,M,23,3,1,B,M
8181,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,L,M,32,3,1,L,M
8182,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,W,M,U,3,1,B,M
8183,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,M,26,3,2,L;W,M;M
8184,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,M,27,3,1,B,M
8185,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,U,U,3,2,L;L,M;M
8186,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,M,20,3,2,W;L,M;M
8187,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,M,38,3,2,L;L,M;M
8188,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,L,U,U,3,1,W,M
8189,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,L,M,35,3,1,L,M
8190,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,A,U,U,3,2,B;B,M;M
8191,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,L,M,25,3,1,L,M
8192,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,U,U,3,1,L,M
8193,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,L,M,51,3,2,W;W,M;M
8194,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,L,M,26,3,3,W;W:W,M;M;M
8195,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,W,U,U,3,1,W,M
8196,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,L,M,24,3,1,L,M
8197,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,U,U,3,1,W,M
8198,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,L,M,34,3,1,L,M
8199,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,U,U,U,3,1,W,M
8200,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,U,U,U,3,1,W,M
8201,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,M,31,3,1,B,M
8202,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,N,B,M,26,3,1,A,M
8203,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
8204,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,U,U,3,1,W,M
8205,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,U,U,U,3,1,L,M
8206,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,U,U,3,1,L,M
8207,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,U,U,3,1,B,M
8208,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,W,M,46,3,5,B;W;W;W;W,M;M;M;M;M
8209,Houston,shot,gun,18,M,B,TX,FALSE,attack,Other,FALSE,1,Y,B,M,U,3,1,L,M
